plaque_immatriculation,origine,destination,date_heure_depart,duree_minutes,economie_co2_kg
VA-2024-002,Sousse Sud,Hôpital Universitaire,2025-11-20 14:55:25,16,2.01
VA-2024-002,Palais des Congrès,Gare Ferroviaire,2025-11-20 07:52:25,12,1.1
VA-2024-002,Corniche,Médina,2025-11-20 06:59:25,49,3.68
VA-2024-002,Médina,Aéroport Monastir,2025-11-20 18:03:25,30,0.75
VA-2024-002,Place Farhat Hached,Campus Universitaire,2025-11-20 10:25:25,46,3.21
VA-2024-002,Zone Industrielle,Port de Sousse,2025-11-20 16:59:25,47,2.11
VA-2024-002,Quartier Khezama,Palais des Congrès,2025-11-20 15:13:25,49,1.61
VA-2024-002,Corniche,Médina,2025-11-21 19:20:25,50,3.65
VA-2024-002,Sousse Sud,Stade Olympique,2025-11-21 16:59:25,43,1.05
VA-2024-002,Aéroport Monastir,Centre Ville,2025-11-21 15:20:25,31,2.6
VA-2024-002,Quartier Khezama,Place Farhat Hached,2025-11-21 09:11:25,10,2.74
VA-2024-002,Port de Sousse,Médina,2025-11-21 08:04:25,45,0.3
VA-2024-002,Campus Universitaire,Port de Sousse,2025-11-21 09:24:25,46,3.24
VA-2024-002,Gare Ferroviaire,Sousse Nord,2025-11-21 11:02:25,19,2.54
VA-2024-002,Sousse Sud,Médina,2025-11-21 09:06:25,10,3.1
VA-2024-002,Port de Sousse,Hôpital Universitaire,2025-11-21 13:33:25,48,1.25
VA-2024-002,Gare Ferroviaire,Aéroport Monastir,2025-11-21 09:32:25,18,1.74
VA-2024-002,Stade Olympique,Corniche,2025-11-21 16:59:25,39,2.59
VA-2024-002,Hôpital Universitaire,Sousse Nord,2025-11-21 18:01:25,45,0.86
VA-2024-002,Centre Ville,Sousse Sud,2025-11-22 21:20:25,34,3.74
VA-2024-002,Stade Olympique,Sousse Sud,2025-11-22 16:18:25,48,0.29
VA-2024-002,Aéroport Monastir,Médina,2025-11-22 19:47:25,41,3.07
VA-2024-002,Place Farhat Hached,Médina,2025-11-22 08:10:25,29,2.33
VA-2024-002,Corniche,Zone Industrielle,2025-11-22 15:14:25,20,4.03
VA-2024-002,Corniche,Quartier Khezama,2025-11-22 15:26:25,50,1.12
VA-2024-002,Hôpital Universitaire,Centre Ville,2025-11-22 11:44:25,42,2.21
VA-2024-002,Médina,Stade Olympique,2025-11-22 18:16:25,35,0.71
VA-2024-002,Sousse Nord,Médina,2025-11-22 18:18:25,24,3.26
VA-2024-002,Palais des Congrès,Hôpital Universitaire,2025-11-23 08:20:25,28,1.84
VA-2024-002,Stade Olympique,Campus Universitaire,2025-11-23 08:06:25,13,1.05
VA-2024-002,Campus Universitaire,Place Farhat Hached,2025-11-23 12:04:25,30,0.95
VA-2024-002,Quartier Khezama,Stade Olympique,2025-11-23 22:29:25,49,3.08
VA-2024-002,Zone Industrielle,Sousse Nord,2025-11-23 09:35:25,21,0.48
VA-2024-002,Quartier Khezama,Aéroport Monastir,2025-11-23 15:12:25,35,1.88
VA-2024-002,Palais des Congrès,Hôpital Universitaire,2025-11-23 22:39:25,36,2.17
VA-2024-002,Quartier Khezama,Aéroport Monastir,2025-11-23 07:46:25,45,3.57
VA-2024-002,Médina,Sousse Sud,2025-11-23 22:06:25,35,1.65
VA-2024-002,Aéroport Monastir,Palais des Congrès,2025-11-23 14:17:25,50,2.0
VA-2024-002,Port de Sousse,Campus Universitaire,2025-11-23 10:47:25,11,0.89
VA-2024-002,Campus Universitaire,Sousse Sud,2025-11-23 06:19:25,46,0.61
VA-2024-002,Sousse Sud,Port de Sousse,2025-11-24 07:17:25,40,0.68
VA-2024-002,Corniche,Sousse Sud,2025-11-24 06:12:25,35,3.13
VA-2024-002,Palais des Congrès,Zone Industrielle,2025-11-24 20:58:25,21,1.24
VA-2024-002,Médina,Campus Universitaire,2025-11-24 16:57:25,11,2.22
VA-2024-002,Zone Industrielle,Quartier Khezama,2025-11-24 11:29:25,37,2.65
VA-2024-002,Quartier Khezama,Palais des Congrès,2025-11-24 09:13:25,21,3.1
VA-2024-002,Campus Universitaire,Hôpital Universitaire,2025-11-24 22:45:25,10,2.98
VA-2024-002,Centre Ville,Médina,2025-11-24 10:26:25,32,3.14
VA-2024-002,Aéroport Monastir,Gare Ferroviaire,2025-11-24 10:46:25,29,0.5
VA-2024-002,Centre Ville,Gare Ferroviaire,2025-11-24 06:41:25,37,1.21
VA-2024-002,Quartier Khezama,Zone Industrielle,2025-11-25 11:04:25,48,0.41
VA-2024-002,Quartier Khezama,Campus Universitaire,2025-11-25 19:05:25,33,3.06
VA-2024-002,Zone Industrielle,Centre Ville,2025-11-25 11:18:25,15,0.68
VA-2024-002,Place Farhat Hached,Palais des Congrès,2025-11-25 14:07:25,34,1.96
VA-2024-002,Sousse Sud,Stade Olympique,2025-11-25 21:17:25,22,0.87
VA-2024-002,Place Farhat Hached,Campus Universitaire,2025-11-25 12:34:25,35,0.39
VA-2024-002,Médina,Campus Universitaire,2025-11-25 22:07:25,26,0.57
VA-2024-002,Sousse Sud,Port de Sousse,2025-11-25 21:05:25,50,0.59
VA-2024-002,Centre Ville,Hôpital Universitaire,2025-11-25 09:15:25,18,0.36
VA-2024-002,Hôpital Universitaire,Sousse Nord,2025-11-26 18:57:25,50,4.05
VA-2024-002,Hôpital Universitaire,Sousse Nord,2025-11-26 11:19:25,12,2.51
VA-2024-002,Zone Industrielle,Quartier Khezama,2025-11-26 13:51:25,50,1.06
VA-2024-002,Médina,Hôpital Universitaire,2025-11-26 12:21:25,44,3.73
VA-2024-002,Sousse Sud,Hôpital Universitaire,2025-11-26 15:54:25,45,2.4
VA-2024-002,Place Farhat Hached,Sousse Nord,2025-11-26 12:50:25,38,3.97
VA-2024-002,Centre Ville,Quartier Khezama,2025-11-26 19:56:25,41,3.15
VA-2024-002,Corniche,Zone Industrielle,2025-11-26 11:51:25,26,2.69
VA-2024-002,Campus Universitaire,Corniche,2025-11-26 21:09:25,40,2.16
VA-2024-002,Hôpital Universitaire,Palais des Congrès,2025-11-27 13:39:25,43,1.61
VA-2024-002,Quartier Khezama,Gare Ferroviaire,2025-11-27 17:59:25,19,2.78
VA-2024-002,Aéroport Monastir,Palais des Congrès,2025-11-27 08:58:25,28,3.36
VA-2024-002,Place Farhat Hached,Gare Ferroviaire,2025-11-27 21:07:25,40,4.19
VA-2024-002,Campus Universitaire,Centre Ville,2025-11-27 22:33:25,12,2.7
VA-2024-002,Place Farhat Hached,Quartier Khezama,2025-11-27 20:21:25,36,1.52
VA-2024-002,Hôpital Universitaire,Sousse Nord,2025-11-27 22:27:25,17,0.97
VA-2024-002,Palais des Congrès,Stade Olympique,2025-11-27 20:58:25,47,1.72
VA-2024-002,Sousse Sud,Place Farhat Hached,2025-11-27 14:41:25,38,2.16
VA-2024-002,Campus Universitaire,Gare Ferroviaire,2025-11-27 22:28:25,42,2.41
VA-2024-002,Aéroport Monastir,Sousse Nord,2025-11-27 07:16:25,39,1.56
VA-2024-002,Sousse Sud,Médina,2025-11-28 11:14:25,35,2.57
VA-2024-002,Port de Sousse,Stade Olympique,2025-11-28 22:23:25,26,2.54
VA-2024-002,Port de Sousse,Sousse Nord,2025-11-28 21:11:25,33,3.78
VA-2024-002,Stade Olympique,Hôpital Universitaire,2025-11-28 07:42:25,22,3.34
VA-2024-002,Gare Ferroviaire,Zone Industrielle,2025-11-28 11:33:25,45,2.29
VA-2024-002,Zone Industrielle,Sousse Nord,2025-11-28 18:07:25,12,1.83
VA-2024-002,Centre Ville,Quartier Khezama,2025-11-28 18:22:25,38,2.96
VA-2024-002,Place Farhat Hached,Corniche,2025-11-28 19:25:25,28,0.8
VA-2024-002,Zone Industrielle,Place Farhat Hached,2025-11-28 13:44:25,32,1.2
VA-2024-002,Campus Universitaire,Hôpital Universitaire,2025-11-29 06:13:25,19,1.08
VA-2024-002,Quartier Khezama,Centre Ville,2025-11-29 07:27:25,38,4.17
VA-2024-002,Centre Ville,Sousse Sud,2025-11-29 19:15:25,15,1.26
VA-2024-002,Palais des Congrès,Place Farhat Hached,2025-11-29 16:56:25,49,3.45
VA-2024-002,Campus Universitaire,Aéroport Monastir,2025-11-29 08:22:25,39,2.79
VA-2024-002,Quartier Khezama,Place Farhat Hached,2025-11-29 12:58:25,17,1.88
VA-2024-002,Place Farhat Hached,Sousse Nord,2025-11-29 22:43:25,28,3.34
VA-2024-002,Palais des Congrès,Médina,2025-11-29 21:46:25,30,2.58
VA-2024-002,Zone Industrielle,Sousse Sud,2025-11-29 22:10:25,41,1.05
VA-2024-002,Quartier Khezama,Zone Industrielle,2025-11-29 16:04:25,17,2.97
VA-2024-002,Sousse Sud,Aéroport Monastir,2025-11-29 15:50:25,28,0.72
VA-2024-002,Aéroport Monastir,Stade Olympique,2025-11-29 10:58:25,10,0.49
VA-2024-002,Zone Industrielle,Gare Ferroviaire,2025-11-30 16:12:25,44,2.1
VA-2024-002,Corniche,Centre Ville,2025-11-30 11:01:25,13,2.02
VA-2024-002,Zone Industrielle,Campus Universitaire,2025-11-30 11:15:25,50,1.65
VA-2024-002,Médina,Corniche,2025-11-30 11:40:25,19,0.54
VA-2024-002,Palais des Congrès,Place Farhat Hached,2025-11-30 16:17:25,47,2.71
VA-2024-002,Campus Universitaire,Zone Industrielle,2025-11-30 10:39:25,34,0.59
VA-2024-002,Sousse Sud,Hôpital Universitaire,2025-11-30 11:54:25,21,2.38
VA-2024-002,Hôpital Universitaire,Quartier Khezama,2025-12-01 18:05:25,41,4.18
VA-2024-002,Sousse Nord,Médina,2025-12-01 10:24:25,23,1.02
VA-2024-002,Zone Industrielle,Port de Sousse,2025-12-01 17:56:25,40,1.07
VA-2024-002,Palais des Congrès,Aéroport Monastir,2025-12-01 18:18:25,12,1.87
VA-2024-002,Centre Ville,Palais des Congrès,2025-12-01 14:34:25,31,2.33
VA-2024-002,Centre Ville,Corniche,2025-12-01 12:30:25,44,2.35
VA-2024-002,Sousse Nord,Hôpital Universitaire,2025-12-01 15:29:25,47,1.45
VA-2024-002,Palais des Congrès,Hôpital Universitaire,2025-12-02 15:52:25,42,0.75
VA-2024-002,Aéroport Monastir,Stade Olympique,2025-12-02 10:59:25,44,2.69
VA-2024-002,Palais des Congrès,Campus Universitaire,2025-12-02 16:53:25,36,0.55
VA-2024-002,Zone Industrielle,Gare Ferroviaire,2025-12-02 19:52:25,37,4.01
VA-2024-002,Médina,Palais des Congrès,2025-12-02 15:19:25,43,2.83
VA-2024-002,Zone Industrielle,Campus Universitaire,2025-12-02 06:31:25,33,1.85
VA-2024-002,Aéroport Monastir,Stade Olympique,2025-12-02 16:34:25,17,0.33
VA-2024-002,Corniche,Sousse Sud,2025-12-03 13:16:25,23,3.16
VA-2024-002,Centre Ville,Corniche,2025-12-03 06:07:25,16,2.4
VA-2024-002,Corniche,Campus Universitaire,2025-12-03 07:36:25,21,0.68
VA-2024-002,Stade Olympique,Corniche,2025-12-03 12:53:25,34,0.61
VA-2024-002,Hôpital Universitaire,Médina,2025-12-03 14:18:25,23,0.55
VA-2024-002,Zone Industrielle,Port de Sousse,2025-12-03 13:41:25,44,0.61
VA-2024-002,Place Farhat Hached,Port de Sousse,2025-12-03 06:22:25,17,2.72
VA-2024-002,Médina,Place Farhat Hached,2025-12-03 12:07:25,38,2.48
VA-2024-002,Port de Sousse,Stade Olympique,2025-12-03 22:46:25,39,2.98
VA-2024-002,Sousse Nord,Palais des Congrès,2025-12-03 15:59:25,31,1.65
VA-2024-002,Médina,Stade Olympique,2025-12-04 22:52:25,40,1.59
VA-2024-002,Place Farhat Hached,Port de Sousse,2025-12-04 13:03:25,29,2.97
VA-2024-002,Place Farhat Hached,Campus Universitaire,2025-12-04 15:56:25,37,0.27
VA-2024-002,Stade Olympique,Corniche,2025-12-04 16:34:25,46,1.34
VA-2024-002,Aéroport Monastir,Quartier Khezama,2025-12-04 20:44:25,39,3.68
VA-2024-002,Corniche,Campus Universitaire,2025-12-04 19:43:25,35,2.88
VA-2024-002,Corniche,Médina,2025-12-04 08:20:25,26,1.29
VA-2024-002,Quartier Khezama,Centre Ville,2025-12-04 08:30:25,49,2.32
VA-2024-002,Sousse Nord,Centre Ville,2025-12-04 08:36:25,21,0.44
VA-2024-002,Sousse Nord,Sousse Sud,2025-12-05 07:42:25,40,1.22
VA-2024-002,Campus Universitaire,Gare Ferroviaire,2025-12-05 11:11:25,11,3.43
VA-2024-002,Campus Universitaire,Sousse Sud,2025-12-05 08:59:25,44,4.31
VA-2024-002,Stade Olympique,Gare Ferroviaire,2025-12-05 16:29:25,29,4.05
VA-2024-002,Aéroport Monastir,Palais des Congrès,2025-12-05 16:49:25,26,2.15
VA-2024-002,Sousse Nord,Port de Sousse,2025-12-05 17:35:25,22,0.33
VA-2024-002,Aéroport Monastir,Sousse Sud,2025-12-05 11:51:25,49,3.07
VA-2024-002,Sousse Sud,Sousse Nord,2025-12-05 08:12:25,32,0.83
VA-2024-002,Palais des Congrès,Stade Olympique,2025-12-05 07:17:25,43,0.79
VA-2024-002,Zone Industrielle,Gare Ferroviaire,2025-12-05 07:27:25,50,1.16
VA-2024-002,Port de Sousse,Zone Industrielle,2025-12-05 17:05:25,36,3.29
VA-2024-002,Corniche,Quartier Khezama,2025-12-06 12:31:25,48,2.53
VA-2024-002,Stade Olympique,Zone Industrielle,2025-12-06 10:11:25,39,2.31
VA-2024-002,Aéroport Monastir,Palais des Congrès,2025-12-06 11:29:25,12,1.72
VA-2024-002,Aéroport Monastir,Hôpital Universitaire,2025-12-06 21:41:25,46,3.84
VA-2024-002,Zone Industrielle,Palais des Congrès,2025-12-06 21:27:25,45,2.1
VA-2024-002,Palais des Congrès,Place Farhat Hached,2025-12-07 11:38:25,37,1.68
VA-2024-002,Centre Ville,Aéroport Monastir,2025-12-07 08:23:25,20,2.18
VA-2024-002,Port de Sousse,Hôpital Universitaire,2025-12-07 18:32:25,41,3.69
VA-2024-002,Hôpital Universitaire,Sousse Sud,2025-12-07 08:39:25,12,1.23
VA-2024-002,Sousse Nord,Gare Ferroviaire,2025-12-07 08:35:25,29,2.23
VA-2024-002,Sousse Sud,Centre Ville,2025-12-07 16:40:25,46,2.15
VA-2024-002,Médina,Hôpital Universitaire,2025-12-07 13:17:25,44,1.61
VA-2024-002,Centre Ville,Palais des Congrès,2025-12-07 22:18:25,24,1.52
VA-2024-002,Hôpital Universitaire,Campus Universitaire,2025-12-07 16:52:25,44,1.88
VA-2024-002,Médina,Sousse Nord,2025-12-08 22:37:25,35,0.64
VA-2024-002,Palais des Congrès,Quartier Khezama,2025-12-08 08:48:25,21,3.64
VA-2024-002,Centre Ville,Sousse Sud,2025-12-08 10:10:25,49,1.66
VA-2024-002,Quartier Khezama,Zone Industrielle,2025-12-08 17:56:25,42,2.17
VA-2024-002,Quartier Khezama,Centre Ville,2025-12-08 07:28:25,10,1.07
VA-2024-002,Port de Sousse,Gare Ferroviaire,2025-12-08 09:04:25,22,3.52
VA-2024-002,Aéroport Monastir,Corniche,2025-12-08 17:44:25,26,2.36
VA-2024-002,Gare Ferroviaire,Stade Olympique,2025-12-08 21:22:25,34,2.18
VA-2024-002,Quartier Khezama,Sousse Sud,2025-12-08 16:59:25,47,2.45
VA-2024-002,Zone Industrielle,Palais des Congrès,2025-12-08 07:12:25,46,1.77
VA-2024-002,Zone Industrielle,Hôpital Universitaire,2025-12-09 18:08:25,48,0.46
VA-2024-002,Hôpital Universitaire,Médina,2025-12-09 17:15:25,23,2.23
VA-2024-002,Sousse Nord,Sousse Sud,2025-12-09 22:20:25,32,1.34
VA-2024-002,Sousse Sud,Stade Olympique,2025-12-09 10:47:25,21,1.22
VA-2024-002,Stade Olympique,Gare Ferroviaire,2025-12-09 12:11:25,23,0.83
VA-2024-002,Campus Universitaire,Hôpital Universitaire,2025-12-09 22:54:25,49,0.7
VA-2024-002,Campus Universitaire,Médina,2025-12-09 09:01:25,16,0.38
VA-2024-002,Médina,Campus Universitaire,2025-12-09 07:10:25,50,2.86
VA-2024-002,Corniche,Médina,2025-12-09 17:09:25,30,1.7
VA-2024-002,Gare Ferroviaire,Sousse Sud,2025-12-09 21:04:25,41,2.27
VA-2024-002,Sousse Sud,Sousse Nord,2025-12-09 11:04:25,21,3.0
VA-2024-002,Centre Ville,Palais des Congrès,2025-12-09 12:25:25,35,0.87
VA-2024-002,Port de Sousse,Gare Ferroviaire,2025-12-10 13:10:25,35,2.21
VA-2024-002,Corniche,Port de Sousse,2025-12-10 13:25:25,50,1.34
VA-2024-002,Aéroport Monastir,Sousse Nord,2025-12-10 19:53:25,13,2.87
VA-2024-002,Hôpital Universitaire,Corniche,2025-12-10 22:36:25,45,0.84
VA-2024-002,Aéroport Monastir,Campus Universitaire,2025-12-10 18:02:25,13,3.55
VA-2024-002,Médina,Stade Olympique,2025-12-10 14:00:25,29,2.8
VA-2024-002,Palais des Congrès,Quartier Khezama,2025-12-10 08:37:25,16,2.77
VA-2024-002,Sousse Sud,Aéroport Monastir,2025-12-10 10:58:25,22,1.71
VA-2024-002,Campus Universitaire,Sousse Sud,2025-12-10 12:41:25,23,3.15
VA-2024-002,Corniche,Sousse Sud,2025-12-11 18:03:25,32,0.8
VA-2024-002,Palais des Congrès,Quartier Khezama,2025-12-11 16:20:25,36,2.04
VA-2024-002,Gare Ferroviaire,Sousse Nord,2025-12-11 17:58:25,27,1.83
VA-2024-002,Aéroport Monastir,Stade Olympique,2025-12-11 08:01:25,26,1.19
VA-2024-002,Sousse Nord,Médina,2025-12-11 09:27:25,21,1.29
VA-2024-002,Campus Universitaire,Palais des Congrès,2025-12-11 20:23:25,43,0.58
VA-2024-002,Gare Ferroviaire,Stade Olympique,2025-12-11 15:06:25,30,0.81
VA-2024-002,Centre Ville,Port de Sousse,2025-12-11 11:29:25,38,2.55
VA-2024-002,Stade Olympique,Médina,2025-12-12 11:23:25,17,1.93
VA-2024-002,Hôpital Universitaire,Aéroport Monastir,2025-12-12 16:37:25,47,0.94
VA-2024-002,Port de Sousse,Médina,2025-12-12 09:05:25,39,3.59
VA-2024-002,Corniche,Centre Ville,2025-12-12 22:16:25,22,3.24
VA-2024-002,Sousse Sud,Hôpital Universitaire,2025-12-12 21:47:25,21,2.07
VA-2024-002,Stade Olympique,Gare Ferroviaire,2025-12-12 19:41:25,13,1.7
VA-2024-002,Centre Ville,Sousse Sud,2025-12-12 17:58:25,43,3.02
VA-2024-002,Place Farhat Hached,Hôpital Universitaire,2025-12-12 14:16:25,28,1.35
VA-2024-002,Aéroport Monastir,Palais des Congrès,2025-12-12 06:18:25,15,3.06
VA-2024-002,Stade Olympique,Zone Industrielle,2025-12-12 14:55:25,24,1.14
VA-2024-002,Palais des Congrès,Zone Industrielle,2025-12-12 16:03:25,18,3.56
VA-2024-002,Zone Industrielle,Aéroport Monastir,2025-12-13 14:35:25,19,3.16
VA-2024-002,Sousse Nord,Médina,2025-12-13 11:38:25,19,2.34
VA-2024-002,Aéroport Monastir,Palais des Congrès,2025-12-13 20:48:25,25,3.54
VA-2024-002,Aéroport Monastir,Sousse Nord,2025-12-13 20:04:25,30,0.37
VA-2024-002,Aéroport Monastir,Sousse Nord,2025-12-13 20:11:25,21,2.57
VA-2024-002,Corniche,Gare Ferroviaire,2025-12-13 17:00:25,32,2.43
VA-2024-002,Zone Industrielle,Stade Olympique,2025-12-13 15:45:25,11,2.31
VA-2024-002,Gare Ferroviaire,Palais des Congrès,2025-12-13 18:41:25,47,3.36
VA-2024-002,Port de Sousse,Campus Universitaire,2025-12-13 09:15:25,49,1.67
VA-2024-002,Corniche,Palais des Congrès,2025-12-13 06:51:25,19,2.79
VA-2024-002,Hôpital Universitaire,Quartier Khezama,2025-12-13 14:20:25,45,0.36
VA-2024-002,Place Farhat Hached,Corniche,2025-12-13 17:25:25,41,2.29
VA-2024-003,Sousse Sud,Médina,2025-11-13 18:02:25,22,0.64
VA-2024-003,Palais des Congrès,Aéroport Monastir,2025-11-13 18:35:25,49,0.71
VA-2024-003,Quartier Khezama,Zone Industrielle,2025-11-13 15:29:25,31,3.21
VA-2024-003,Port de Sousse,Hôpital Universitaire,2025-11-13 13:39:25,16,3.38
VA-2024-003,Sousse Nord,Quartier Khezama,2025-11-13 16:17:25,36,1.7
VA-2024-003,Place Farhat Hached,Centre Ville,2025-11-13 10:16:25,24,2.04
VA-2024-003,Hôpital Universitaire,Zone Industrielle,2025-11-13 21:51:25,42,2.39
VA-2024-003,Aéroport Monastir,Stade Olympique,2025-11-13 14:30:25,47,2.4
VA-2024-003,Quartier Khezama,Centre Ville,2025-11-13 10:04:25,29,0.49
VA-2024-003,Médina,Centre Ville,2025-11-14 18:57:25,26,1.26
VA-2024-003,Zone Industrielle,Campus Universitaire,2025-11-14 13:15:25,50,1.08
VA-2024-003,Médina,Zone Industrielle,2025-11-14 21:37:25,44,3.29
VA-2024-003,Centre Ville,Gare Ferroviaire,2025-11-14 15:54:25,16,1.74
VA-2024-003,Médina,Sousse Nord,2025-11-14 16:22:25,36,0.79
VA-2024-003,Hôpital Universitaire,Stade Olympique,2025-11-14 06:22:25,28,1.96
VA-2024-003,Aéroport Monastir,Sousse Sud,2025-11-15 09:58:25,37,0.53
VA-2024-003,Stade Olympique,Sousse Nord,2025-11-15 17:05:25,28,0.42
VA-2024-003,Port de Sousse,Sousse Sud,2025-11-15 12:39:25,23,1.62
VA-2024-003,Médina,Hôpital Universitaire,2025-11-15 16:35:25,41,1.76
VA-2024-003,Aéroport Monastir,Quartier Khezama,2025-11-15 07:56:25,31,0.94
VA-2024-003,Stade Olympique,Port de Sousse,2025-11-15 19:45:25,39,0.46
VA-2024-003,Place Farhat Hached,Corniche,2025-11-16 18:31:25,25,2.04
VA-2024-003,Port de Sousse,Zone Industrielle,2025-11-16 15:35:25,49,3.21
VA-2024-003,Campus Universitaire,Médina,2025-11-16 09:47:25,13,2.21
VA-2024-003,Centre Ville,Zone Industrielle,2025-11-16 18:11:25,11,1.57
VA-2024-003,Corniche,Gare Ferroviaire,2025-11-16 20:56:25,45,2.64
VA-2024-003,Sousse Nord,Hôpital Universitaire,2025-11-16 06:19:25,34,2.77
VA-2024-003,Gare Ferroviaire,Port de Sousse,2025-11-16 10:35:25,48,3.91
VA-2024-003,Quartier Khezama,Campus Universitaire,2025-11-16 09:40:25,25,3.09
VA-2024-003,Campus Universitaire,Aéroport Monastir,2025-11-16 21:30:25,44,1.33
VA-2024-003,Palais des Congrès,Corniche,2025-11-16 13:46:25,34,0.34
VA-2024-003,Corniche,Palais des Congrès,2025-11-16 22:20:25,12,1.4
VA-2024-003,Zone Industrielle,Aéroport Monastir,2025-11-16 19:41:25,27,2.47
VA-2024-003,Palais des Congrès,Campus Universitaire,2025-11-17 06:52:25,14,2.27
VA-2024-003,Palais des Congrès,Zone Industrielle,2025-11-17 22:59:25,18,1.38
VA-2024-003,Centre Ville,Sousse Sud,2025-11-17 14:36:25,29,1.38
VA-2024-003,Centre Ville,Stade Olympique,2025-11-17 08:55:25,46,2.67
VA-2024-003,Zone Industrielle,Centre Ville,2025-11-17 08:02:25,43,2.92
VA-2024-003,Place Farhat Hached,Stade Olympique,2025-11-17 13:53:25,30,2.14
VA-2024-003,Médina,Hôpital Universitaire,2025-11-17 14:28:25,47,2.62
VA-2024-003,Corniche,Hôpital Universitaire,2025-11-17 18:40:25,21,0.3
VA-2024-003,Stade Olympique,Palais des Congrès,2025-11-17 09:43:25,13,1.6
VA-2024-003,Centre Ville,Corniche,2025-11-17 09:21:25,16,0.55
VA-2024-003,Médina,Aéroport Monastir,2025-11-18 13:23:25,33,2.94
VA-2024-003,Sousse Nord,Quartier Khezama,2025-11-18 19:28:25,45,1.71
VA-2024-003,Aéroport Monastir,Stade Olympique,2025-11-18 15:32:25,39,1.98
VA-2024-003,Quartier Khezama,Zone Industrielle,2025-11-18 14:58:25,43,3.52
VA-2024-003,Stade Olympique,Zone Industrielle,2025-11-18 08:59:25,34,2.51
VA-2024-003,Centre Ville,Gare Ferroviaire,2025-11-18 21:41:25,19,1.62
VA-2024-003,Médina,Hôpital Universitaire,2025-11-19 18:00:25,14,2.05
VA-2024-003,Gare Ferroviaire,Hôpital Universitaire,2025-11-19 14:04:25,43,0.31
VA-2024-003,Sousse Sud,Médina,2025-11-19 09:23:25,29,2.19
VA-2024-003,Aéroport Monastir,Stade Olympique,2025-11-19 17:44:25,33,2.12
VA-2024-003,Palais des Congrès,Corniche,2025-11-19 09:57:25,17,1.76
VA-2024-003,Corniche,Palais des Congrès,2025-11-19 22:46:25,38,2.39
VA-2024-003,Hôpital Universitaire,Gare Ferroviaire,2025-11-19 18:55:25,17,3.1
VA-2024-003,Stade Olympique,Aéroport Monastir,2025-11-19 22:42:25,46,2.69
VA-2024-003,Sousse Sud,Gare Ferroviaire,2025-11-19 22:42:25,26,4.1
VA-2024-003,Stade Olympique,Centre Ville,2025-11-19 22:31:25,35,2.9
VA-2024-003,Sousse Nord,Stade Olympique,2025-11-19 06:21:25,40,3.49
VA-2024-003,Sousse Nord,Sousse Sud,2025-11-20 09:55:25,21,2.01
VA-2024-003,Campus Universitaire,Palais des Congrès,2025-11-20 11:23:25,22,1.76
VA-2024-003,Gare Ferroviaire,Campus Universitaire,2025-11-20 15:29:25,14,0.6
VA-2024-003,Sousse Nord,Médina,2025-11-20 21:40:25,24,0.79
VA-2024-003,Aéroport Monastir,Port de Sousse,2025-11-20 19:08:25,22,1.94
VA-2024-003,Gare Ferroviaire,Palais des Congrès,2025-11-20 07:13:25,28,2.05
VA-2024-003,Campus Universitaire,Stade Olympique,2025-11-20 12:54:25,28,1.71
VA-2024-003,Palais des Congrès,Centre Ville,2025-11-20 17:49:25,37,0.3
VA-2024-003,Hôpital Universitaire,Palais des Congrès,2025-11-21 19:13:25,39,3.0
VA-2024-003,Sousse Sud,Quartier Khezama,2025-11-21 14:02:25,21,0.51
VA-2024-003,Sousse Sud,Corniche,2025-11-21 15:22:25,43,0.75
VA-2024-003,Quartier Khezama,Gare Ferroviaire,2025-11-21 18:05:25,26,2.81
VA-2024-003,Palais des Congrès,Quartier Khezama,2025-11-21 12:55:25,43,2.21
VA-2024-003,Sousse Nord,Zone Industrielle,2025-11-21 12:37:25,40,1.79
VA-2024-003,Quartier Khezama,Port de Sousse,2025-11-21 13:52:25,47,1.45
VA-2024-003,Sousse Sud,Quartier Khezama,2025-11-21 11:27:25,36,0.81
VA-2024-003,Médina,Zone Industrielle,2025-11-21 21:55:25,15,0.67
VA-2024-003,Stade Olympique,Corniche,2025-11-21 20:30:25,19,0.5
VA-2024-003,Quartier Khezama,Sousse Nord,2025-11-21 11:52:25,23,0.94
VA-2024-003,Sousse Sud,Port de Sousse,2025-11-22 19:23:25,41,2.54
VA-2024-003,Port de Sousse,Sousse Sud,2025-11-22 16:18:25,42,1.14
VA-2024-003,Campus Universitaire,Sousse Nord,2025-11-22 18:47:25,20,1.97
VA-2024-003,Hôpital Universitaire,Gare Ferroviaire,2025-11-22 19:40:25,38,0.58
